airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
Gustavo Vargas Airport,구스타보 바르가스 공항,TME,CO,SA
Uribe Airport,우리베 공항,URI,CO,NA
Santiago Perez Airport,산티아고 페레즈 공항,AUC,CO,SA
Urrao Airport,우라오 공항,URR,CO,SA
Vanguardia Airport,뱅과디아 공항,VVC,CO,SA
Yaguara Airport,재규어 공항,AYG,CO,SA
El Yopal Airport,엘 요팔 공항,EYP,CO,SA
Monteagudo Airport,몬테아구도 공항,MHW,BO,SA
Apolo Airport,아폴로 공항,APB,BO,SA
Bermejo Airport,베르메호 공항,BJO,BO,SA
Camiri Airport,카미리 공항,CAM,BO,SA
Jorge Wilsterman International Airport,호르헤 윌스터만 국제공항,CBB,BO,SA
Chimore Airport,치모어 공항,CCA,BO,SA
El Trompillo Airport,엘 트롬필로 공항,SRZ,BO,SA
Huacaraje Airport,우아카라헤 공항,BVK,BO,SA
Solomon Airport,솔로몬 공항,SLJ,AU,OC
San Javier Airport,산 하비에르 공항,SJV,BO,SA
El Alto International Airport,엘알토 국제공항,LPB,BO,SA
Magdalena Airport,막달레나 공항,MGD,BO,SA
Juan Mendoza Airport,후안 멘도사 공항,ORU,BO,SA
Capitan Nicolas Rojas Airport,카피탄 니콜라스 로하스 공항,POI,BO,SA
Puerto Rico Airport,푸에르토리코 공항,PUR,BO,SA
Reyes Airport,레예스 공항,REY,BO,SA
Santa Ana Del Yacuma Airport,산타아나 델 야쿠마 공항,SBL,BO,SA
San Ignacio de Moxos Airport,산 이그나시오 데 목소스 공항,SNM,BO,SA
Santa Rosa De Yacuma Airport,산타 로사 데 야쿠마 공항,SRB,BO,SA
Capitan Oriel Lea Plaza Airport,캐피탄 오리엘 레아 플라자 공항,TJA,BO,SA
Teniente Av. Jorge Henrich Arauz Airport,Jorge Henrich Arauz 공항 중위,TDD,BO,SA
Uyuni Joya Andina Airport,우유니 주얼리 안디나 공항,UYU,BO,SA
Viru Viru International Airport,비루비루 국제공항,VVI,BO,SA
Yacuiba Airport,야쿠이바 공항,BYC,BO,SA
Albina Airport,알비나 공항,ABN,SR,SA
Totness Airport,토트니스 공항,TOT,SR,SA
Drietabbetje Airport,세 개의 탭으로 구성된 공항,DRJ,SR,SA
Sapmanga Airport,사프만가 공항,SMH,PG,OC
Johan Adolf Pengel International Airport,요한 아돌프 펜겔 국제공항,PBM,SR,SA
Vincent Fayks Airport,빈센트 팩스 공항,OEM,SR,SA
Stoelmanseiland Airport,스토엘만세이랜드 공항,SMZ,SR,SA
Zorg en Hoop Airport,조르그엔후프 공항,ORG,SR,SA
Dr. Luciano de Arruda Coelho Regional Airport,Dr. Luciano de Arruda Coelho 지역 공항,JSO,BR,SA
Araripina Airport,아라리피나 공항,JAW,BR,SA
Arapiraca Airport,아라피라카 공항,APQ,BR,SA
Marcelo Pires Halzhausen Airport,마르셀로 피레스 할츠하우젠 공항,AIF,BR,SA
Barra do Corda Airport,바라 두 코르다 공항,BDC,BR,SA
Belmonte Airport,벨몬테 공항,BVM,BR,SA
Dom Ricardo Weberberger Airport,돔 리카르도 웨베르베르거 공항,BRA,BR,SA
Balsas Airport,발사스 공항,BSS,BR,SA
Barra Airport,바라 공항,BQQ,BR,SA
Lorenzo Airport,로렌조 공항,MXQ,BR,SA
Planalto Serrano Regional Airport,플라날토 세라노 지역공항,EEA,BR,SA
Cururupu Airport,쿠루푸 공항,CPU,BR,SA
Colatina Airport,콜라티나 공항,QCH,BR,SA
Leopoldina Airport,레오폴디나 공항,LEP,BR,SA
Diamantina Airport,지아만티나 공항,DTI,BR,SA
Brigadeiro Cabral Airport,브리가데이로 카브랄 공항,DIQ,BR,SA
Nagib Demachki Airport,나기브 데마치키 공항,JPE,BR,SA
Vacaria Airport,바카리아 공항,VCC,BR,SA
Guarapari Airport,구아라파리 공항,GUZ,BR,SA
Guadalupe Airport,과달루페 공항,GDP,BR,SA
Guanambi Airport,구아남비 공항,GNM,BR,SA
Garanhuns Airport,가라늉스 공항,QGP,BR,SA
Tertuliano Guedes de Pinho Airport,테르툴리아노 구에데스 데 핀호 공항,ITN,BR,SA
Iguatu Airport,이과투 공항,QIG,BR,SA
Itapetinga Airport,이타페팅가 공항,QIT,BR,SA
Jacobina Airport,자코비나 공항,JCM,BR,SA
Aeroporto Elias Breder Airport,엘리아스 브레더 공항,JMA,BR,SA
Cachoeiro do Itapemirim - Raimundo de Andrade Airport,Cachoeiro do Itapemirim – 라이문도 데 안드라데 공항,CDI,BR,SA
Currais Novos Airport,커라이스 노보스 공항,QCP,BR,SA
Linhares Municipal Airport,린하레스 시립공항,LHN,BR,SA
Monte Alegre Airport,몬테 알레그레 공항,MTE,BR,SA
Mucuri Airport,무쿠리 공항,MVS,BR,SA
Porto de Moz Airport,포르토 드 모즈 공항,PTQ,BR,SA
Nanuque Airport,나누크 공항,NNU,BR,SA
Picos Airport,피코스 공항,PCS,BR,SA
Patos de Minas Airport,파토스 데 미나스 공항,POJ,BR,SA
Pirapora Airport,피라포라 공항,PIV,BR,SA
Cangapara Airport,칸가파라 공항,FLB,BR,SA
Prado Airport,프라도 공항,PDF,BR,SA
Caruaru Airport,카루아루 공항,CAU,BR,SA
Soure Airport,수어 공항,SFK,BR,SA
Juscelino Kubitscheck Airport,주셀리노 쿠비츠체크 공항,TFL,BR,SA
Camocim - Pinto Martins Airport,Camocim - 핀토 마르틴스 공항,CMC,BR,SA
Almeirim Airport,알메이림 공항,GGF,BR,SA
Pinheiro Airport,핀헤이로 공항,PHI,BR,SA
Pouso Alegre Airport,포우소 알레그레 공항,PPY,BR,SA
Pedro Rabelo de Souza Airport,페드로 라벨로 데 수자 공항,PYT,BR,SA
Las Khorey Airport,라스 코레이 공항,LKR,SO,AF
Borama Airport,보라마공항,BXX,SO,AF
Grand-Santi Airport,그랜드 산티 공항,GSI,GF,SA
Maripasoula Airport,마리파술라 공항,MPY,GF,SA
Saint-Georges-de-l'Oyapock Airport,생-조르주-드-로야폭 공항,OYP,GF,SA
Saint-Laurent-du-Maroni Airport,생로랑뒤마로니 공항,LDX,GF,SA
Al Thaurah Airport,알 타우라 공항,SOR,SY,AS
Alferez FAP Alfredo Vladimir Sara Bauer Airport,알페레즈 FAP 알프레도 블라디미르 사라 바우어 공항,AOP,PE,SA
Moyobamba Airport,모요밤바 공항,MBP,PE,SA
Huallaga Airport,후알라가 공항,BLP,PE,SA
Iberia Airport,이베리아 공항,IBP,PE,SA
Cap FAP David Abenzur Rengifo International Airport,Cap FAP 데이비드 아벤주르 렌기포 국제공항,PCL,PE,SA
Trompeteros Airport,트롬페테로스 공항,TDP,PE,SA
Tingo Maria Airport,팅고 마리아 공항,TGI,PE,SA
Andahuaylas Airport,안다와일라스 공항,ANS,PE,SA
Uchiza Airport,우치자 공항,UCZ,PE,SA
Juan Simons Vela Airport,후안 시몬스 벨라 공항,RIJ,PE,SA
Shumba Airport,슘바 공항,JAE,PE,SA
Juanjui Airport,주안후이 공항,JJI,PE,SA
Francisco Carle Airport,프란시스코 칼레 공항,JAU,PE,SA
Inca Manco Capac International Airport,잉카 만코 카팍 국제공항,JUL,PE,SA
San Juan de Marcona Airport,산 후안 데 마르코나 공항,SJA,PE,SA
Mayor General FAP Armando Revoredo Iglesias Airport,소장 FAP 아르만도 레보레도 이글레시아스 공항,CJA,PE,SA
San Nicolas Airport,산 니콜라스 공항,RIM,PE,SA
General Jorge Fernandez Maldon Airport,제너럴 호르헤 페르난데스 말든 공항,ILQ,PE,SA
Mayor PNP Nancy Flores Paucar Airport,PNP 낸시 플로레스 포카르 공항 시장,MZA,PE,SA
Moises Benzaquen Rengifo Airport,모이세스 벤자켄 렌기포 공항,YMS,PE,SA
Alferez Fap David Figueroa Fernandini Airport,Ensign Fap David Figueroa 페르난디니 공항,HUU,PE,SA
Saposoa Airport,사포소아 공항,SQU,PE,SA
Chachapoyas Airport,차차포야스 공항,CHH,PE,SA
Coronel FAP Francisco Secada Vignetta International Airport,코로넬 FAP 프란시스코 세카다 비네트 국제공항,IQT,PE,SA
Capitan FAP Carlos Martinez De Pinillos International Airport,Captain FAP 카를로스 마르티네즈 데 피니요스 국제공항,TRU,PE,SA
Cadete FAP Guillermo Del Castillo Paredes Airport,생도 FAP 기예르모 델 카스티요 파레데스 공항,TPP,PE,SA
Shiringayoc Airport,시린가욕 공항,SYC,PE,SA
Coronel FAP Carlos Ciriani Santa Rosa International Airport,코로넬 FAP 카를로스 시리아니 산타 로사 국제공항,TCQ,PE,SA
Padre Aldamiz International Airport,파드레 알다미즈 국제공항,PEM,PE,SA
Captain Victor Montes Arias International Airport,캡틴 빅터 몬테스 아리아스 국제공항,TYL,PE,SA
Maria Reiche Neuman Airport,마리아 라이헤 노이만 공항,NZC,PE,SA
Alejandro Velasco Astete International Airport,알레한드로 벨라스코 아스테테 국제공항,CUZ,PE,SA
Shangrao Sanqingshan Airport,상라오 싼칭산 공항,SQD,CN,AS
Sanming Shaxian Airport,싼밍 샤셴 공항,SQJ,CN,AS
Palo Verde Airport,팔로 베르데 공항,SRL,MX,NA
Sandringham Airport,샌드링엄 공항,SRM,AU,OC
Stony River 2 Airport,스토니리버 2 공항,SRV,US,NA
Carlos Ruhl Airport,카를로스 룰 공항,CZB,BR,SA
Blumenau Airport,블루메나우 공항,BNU,BR,SA
Olavo Cecco Rigon Airport,올라보 체코 리곤 공항,CCI,BR,SA
Canela Airport,카넬라 공항,CEL,BR,SA
Dourados Airport,두라도스 공항,DOU,BR,SA
Erechim Airport,에레심 공항,ERM,BR,SA
Itaqui Airport,이타키 공항,ITQ,BR,SA
Santa Terezinha Airport,산타 테레지냐 공항,JCB,BR,SA
Cachoeira do Sul Airport,카초에이라 두 술 공항,QDB,BR,SA
Curitibanos Airport,쿠리티바노스 공항,QCR,BR,SA
Cacoal Airport,카콜 공항,OAL,BR,SA
Helmuth Baungarten Airport,헬무트 바웅가르텐 공항,LOI,BR,SA
Alegrete Novo Airport,알레그레테 노보 공항,ALQ,BR,SA
Montenegro Airport,몬테네그로 공항,QGF,BR,SA
Novo Hamburgo Airport,노보 함부르고 공항,QHV,BR,SA
Arapongas Airport,아라퐁가스 공항,APX,BR,SA
Padre Israel Airport,파더 이스라엘 공항,VRZ,BR,SA
Juvenal Loureiro Cardoso Airport,쥬베날 루레이로 카르도소 공항,PTO,BR,SA
Siassi Airport,시아시 공항,SSS,PG,OC
Santa Cruz do Sul Airport,산타 크루즈 두 술 공항,CSU,BR,SA
Orlando de Carvalho Airport,올랜도 데 카르발류 공항,UMU,BR,SA
Videira Airport,비데이라 공항,VIA,BR,SA
Avelino Vieira Airport,아벨리노 비에이라 공항,AAG,BR,SA
Luis Alberto Lehr Airport,루이스 알베르토 레르 공항,SRA,BR,SA
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,폰타 그로사 공항 - Antonio Amilton Beraldo 사령관,PGZ,BR,SA
Artigas International Airport,아르티가스 국제공항,ATI,UY,SA
Placeres Airport,배치된 공항,BUV,UY,SA
Colonia Laguna de Los Patos International Airport,콜로니아 라구나 데 로스 파토스 국제공항,CYR,UY,SA
Santa Bernardina International Airport,산타베르나디나 국제공항,DZO,UY,SA
Capitan Corbeta CA Curbelo International Airport,캡틴 코르베타 캘리포니아 쿠르벨로 국제공항,PDP,UY,SA
Cerro Largo International Airport,세로 라르고 국제공항,MLZ,UY,SA
Tydeo Larre Borges Airport,타이데오 라레 보르헤스 공항,PDU,UY,SA
Presidente General Don Oscar D. Gestido International Airport,돈 오스카 D. 게스티도 국제공항 대통령,RVY,UY,SA
Nueva Hesperides International Airport,누에바 헤스페리데스 국제공항,STY,UY,SA
Tacuarembo Airport,타쿠아렘보 공항,TAW,UY,SA
Vichadero Airport,비차데로 공항,VCH,UY,SA
Oswaldo Guevara Mujica Airport,오스왈도 게바라 무히카 공항,AGV,VE,SA
Anaco Airport,아나코 공항,AAO,VE,SA
Armando Schwarck Airport,아르만도 슈바르크 공항,LPJ,VE,SA
Barinas Airport,바리나스 공항,BNS,VE,SA
Barquisimeto International Airport,바르키시메토 국제공항,BRM,VE,SA
Escuela Mariscal Sucre Airport,마리스칼 수크레 공항 학교,MYC,VE,SA
Caicara del Orinoco Airport,카이카라 델 오리노코 공항,CXA,VE,SA
Zaraza Airport,감염 공항,ZRZ,VE,SA
Casigua El Cubo Airport,카시과 엘 쿠보 공항,CUV,VE,SA
Calabozo Airport,칼라보조 공항,CLZ,VE,SA
Canaima Airport,카나이마 공항,CAJ,VE,NA
Puerto Paez Airport,푸에르토 파에스 공항,PPZ,VE,SA
El Dorado Airport,엘도라도 공항,EOR,VE,SA
Elorza Airport,엘로자 공항,EOZ,VE,SA
Guasdalito Airport,과스달리토 공항,GDO,VE,SA
Guiria Airport,구이리아 공항,GUI,VE,SA
Guanare Airport,과나레 공항,GUQ,VE,SA
Higuerote Airport,이게로테 공항,HGE,VE,SA
Josefa Camejo International Airport,호세파 카메호 국제공항,LSP,VE,SA
Kavanayen Airport,카바나옌 공항,KAV,VE,SA
La Fria Airport,라 프리아 공항,LFR,VE,SA
La Chinita International Airport,라 치니타 국제공항,MAR,VE,SA
Alberto Carnevalli Airport,알베르토 카르네발리 공항,MRD,VE,SA
Oro Negro Airport,오로네그로 공항,CBS,VE,SA
Cacique Aramare Airport,카시케 아라마레 공항,PYH,VE,SA
General Bartolome Salom International Airport,헤네랄 바르톨로메 살롬 국제공항,PBL,VE,SA
Pedernales Airport,페데르날레스 공항,PDZ,VE,SA
Perai-Tepuy Airport,페라이-테푸이 공항,PPH,VE,SA
Paramillo Airport,파라밀로 공항,SCI,VE,SA
General Manuel Carlos Piar International Airport,헤네랄 마누엘 카를로스 피아르 국제공항,PZO,VE,SA
Palmarito Airport,팔마리토 공항,PTM,VE,SA
Los Roques Airport,로스 로케스 공항,LRV,VE,SA
Stevens Village Airport,스티븐스 빌리지 공항,SVS,US,NA
San Antonio Del Tachira Airport,샌 안토니오 델 타치라 공항,SVZ,VE,SA
Santa Elena de Uairen Airport,산타 엘레나 데 우아렌 공항,SNV,VE,SA
Mayor Buenaventura Vivas International Airport,부에나벤투라 비바스 시장 국제공항,STD,VE,SA
Sub Teniente Nestor Arias Airport,네스터 아리아스 공항 중위,SNF,VE,SA
San Fernando De Apure Airport,산 페르난도 데 아푸레 공항,SFD,VE,SA
Tucupita Airport,투쿠피타 공항,TUV,VE,SA
Tumeremo Airport,투메레모 공항,TMO,VE,SA
Uriman Airport,우리만 공항,URM,VE,SA
Arturo Michelena International Airport,아르투로 미켈레나 국제공항,VLN,VE,SA
Valle de La Pascua Airport,발레 드 라 파스쿠아 공항,VDP,VE,SA
Barcelos Airport,바르셀로나 공항,BAZ,BR,SA
Walfrido Salmito de Almeida Airport,왈프리도 살미토 데 알메이다 공항,JSB,BR,SA
Borba Airport,보르바 공항,RBB,BR,SA
Carauari Airport,카라우아리 공항,CAF,BR,SA
Costa Marques Airport,코스타 마르케스 공항,CQS,BR,SA
Diamantino Airport,디아만티노 공항,DMT,BR,SA
Siwea Airport,시웨아 공항,SWE,PG,OC
Canarana Airport,카나라나 공항,CQA,BR,SA
Satwag Airport,사트와그 공항,SWG,PG,OC
Gurupi Airport,구루피 공항,GRP,BR,SA
Ipiranga Airport,이피랑가 공항,IPG,BR,SA
Santa Izabel do Morro Airport,산타이자벨 도 모로 공항,IDO,BR,SA
Juruena Airport,주루에나 공항,JRN,BR,SA
Coari Airport,코아리 공항,CIZ,BR,SA
Serra da Capivara Airport,세하 다 카피바라 공항,NSR,BR,SA
General Leite de Castro Airport,헤네랄 레이테 드 카스트로 공항,RVD,BR,SA
Novo Campo Airport,노보캄포 공항,BCR,BR,SA
Fonte Boa Airport,폰테 보아 공항,FBA,BR,SA
Parintins Airport,파린틴스 공항,PIN,BR,SA
Pimenta Bueno Airport,피멘타 부에노 공항,PBQ,BR,SA
Fazenda Piraguassu Airport,피라과수 공항 농장,PBX,BR,SA
Silur Airport,실루르 공항,SWR,PG,OC
Arraias Airport,아라이아스 공항,AAI,BR,SA
Maestro Marinho Franco Airport,마에스트로 마리뉴 프랑코 공항,ROO,BR,SA
Santa Terezinha Airport,산타 테레지냐 공항,STZ,BR,SA
Tapuruquara Airport,타푸루콰라 공항,IRZ,BR,SA
Taguatinga Airport,타구아팅가 공항,QHN,BR,SA
Vila Rica Airport,빌라리카 공항,VLP,BR,SA
Regional Orlando Villas Boas Airport,지역 올랜도 빌라 보아스 공항,MBK,BR,SA
Xavantina Airport,자반티나 공항,NOK,BR,SA
Fazenda Americana Airport,파젠다 아메리카나 공항,ITI,BR,SA
Sehulea Airport,세훌레아 공항,SXH,PG,OC
Nunam Iqua Airport,컨트리 이쿠아 공항,SXP,US,NA
Aishalton Airport,아이샬턴 공항,AHL,GY,SA
Annai Airport,안나이 공항,NAI,GY,SA
Baramita Airport,바라미타 공항,BMJ,GY,SA
Bartica A Airport,바르티카 A 공항,GFO,GY,SA
Cheddi Jagan International Airport,체디 자간 국제공항,GEO,GY,SA
Eugene F. Correira International Airport,유진 F. 코레이라 국제공항,OGL,GY,SA
Imbaimadai Airport,임바이마다이 공항,IMB,GY,SA
Kamarang Airport,카마랑 공항,KAR,GY,SA
Karanambo Airport,카라남보 공항,KRM,GY,SA
Karasabai Airport,카라사바이 공항,KRG,GY,SA
Kato Airport,카토 공항,KTO,GY,SA
Konawaruk Airport,코나와루크 공항,KKG,GY,SA
Lumid Pau Airport,미스 포 공항,LUB,GY,SA
Lethem Airport,레헴 공항,LTM,GY,SA
Mabaruma Airport,마바루마 공항,USI,GY,SA
Mahdia Airport,마디아 공항,MHA,GY,SA
Maikwak Airport,마이왁 공항,VEG,GY,SA
Monkey Mountain Airport,몽키마운틴 공항,MYM,GY,SA
Matthews Ridge Airport,매튜스 리지 공항,MWJ,GY,SA
New Amsterdam Airport,뉴암스테르담 공항,QSX,GY,SA
Orinduik Airport,오린듀익 공항,ORJ,GY,SA
Port Kaituma Airport,포트 카이투마 공항,PKM,GY,SA
Pipillipai Airport,피필리파이 공항,PIQ,GY,SA
Paramakatoi Airport,파라마카토이 공항,PMT,GY,SA
Paruima Airport,파루이마 공항,PRR,GY,SA
Sand Creek Airport,샌드 크릭 공항,SDC,GY,SA
Skeldon Airport,스켈던 공항,SKM,GY,SA
Santa Cruz Island Airport,산타 크루즈 아일랜드 공항,SZN,US,NA
Santa Paula Airport,산타 파울라 공항,SZP,US,NA
Qingdao Jiaodong International Airport,칭다오 자오둥 국제공항,TAO,CN,AS
V C Bird International Airport,VC 버드 국제공항,ANU,AG,NA
Codrington Airport,코드링턴 공항,BBQ,AG,NA
Timbunke Airport,팀벙케 공항,TBE,PG,OC
Grantley Adams International Airport,그랜틀리 아담스 국제공항,BGI,BB,NA
Tarabo Airport,타라보 공항,TBQ,PG,OC
Tinboli Airport,틴볼리 공항,TCK,PG,OC
Takotna Airport,타코나 공항,TCT,US,NA
Tetebedi Airport,테테베디 공항,TDB,PG,OC
Canefield Airport,케인필드 공항,DCF,DM,NA
Douglas-Charles Airport,더글러스-찰스 공항,DOM,DM,NA
Sasereme Airport,사세레메 공항,TDS,PG,OC
Terapo Airport,테라포 공항,TEO,PG,OC
Tifalmin Airport,티팔민 공항,TFB,PG,OC
Basse-Terre Baillif Airport,바스테르 바이리프 공항,BBR,GP,NA
Marie-Galante Airport,마리 갈랑트 공항,GBJ,GP,NA
Terre-de-Haut Airport,테레드오 공항,LSS,GP,NA
Tagula Airport,우리는 공항을 샀다,TGL,PG,OC
Maurice Bishop International Airport,모리스 비숍 국제공항,GND,GD,NA
Lauriston Airport,로리스톤 공항,CRU,GD,NA
Cyril E. King Airport,시릴 E. 킹 공항,STT,VI,NA
Henry E Rohlsen Airport,헨리 E 롤센 공항,STX,VI,NA
Antonio Nery Juarbe Pol Airport,안토니오 네리 후아르베 폴 공항,ARE,PR,NA
Benjamin Rivera Noriega Airport,벤자민 리베라 노리에가 공항,CPX,PR,NA
Fernando Luis Ribas Dominicci Airport,페르난도 루이스 리바스 도미니치 공항,SIG,PR,NA
Eugenio Maria De Hostos Airport,유지니오 마리아 데 호스토스 공항,MAZ,PR,NA
Mercedita Airport,메르세디타 공항,PSE,PR,NA
Luis Munoz Marin International Airport,루이스 무노스 마린 국제공항,SJU,PR,NA
Antonio Rivera Rodriguez Airport,안토니오 리베라 로드리게스 공항,VQS,PR,NA
Robert L. Bradshaw International Airport,로버트 L. 브래드쇼 국제공항,SKB,KN,NA
Vance W. Amory International Airport,밴스 W. 아모리 국제공항,NEV,KN,NA
Tumolbil Airport,투몰빌 공항,TLP,PG,OC
George F. L. Charles Airport,조지 F. L. 찰스 공항,SLU,LC,NA
Hewanorra International Airport,헤와노라 국제공항,UVF,LC,NA
Tuluksak Airport,툴룩삭 공항,TLT,US,NA
Kerki Airport,케르키 공항,KEA,TM,AS
Queen Beatrix International Airport,퀸 베아트릭스 국제공항,AUA,AW,NA
Flamingo International Airport,플라밍고 국제공항,BON,BQ,NA
Hato International Airport,하토 국제공항,CUR,CW,NA
F. D. Roosevelt Airport,F. D. 루즈벨트 공항,EUX,BQ,NA
Princess Juliana International Airport,프린세스 줄리아나 국제공항,SXM,SX,NA
Juancho E. Yrausquin Airport,후안초 E. 이라우스퀸 공항,SAB,BQ,NA
Jumandy Airport,주만디 공항,TNW,EC,SA
Torokina Airport,토로키나 공항,TOK,PG,OC
Port Alsworth Airport,포트 알스워스 공항,PTA,US,NA
Tapeta Airport,월페이퍼 공항,TPT,LR,AF
Clayton J Lloyd International Airport,클레이튼 J 로이드 국제공항,AXA,AI,NA
John A. Osborne Airport,존 A. 오스본 공항,MNI,MS,NA
Tanacross Airport,타나크로스 공항,TSG,US,NA
Tsile Tsile Airport,실레 실레 공항,TSI,PG,OC
Tobago-Crown Point Airport,토바고-크라운포인트 공항,TAB,TT,NA
Piarco International Airport,피아르코 국제공항,POS,TT,NA
Tum Airport,툼 공항,TUJ,ET,AF
Captain Auguste George Airport,캡틴 오거스트 조지 공항,NGD,VG,NA
Terrance B. Lettsome International Airport,테런스 B. 렛섬 국제공항,EIS,VG,NA
Virgin Gorda Airport,버진 고르다 공항,VIJ,VG,NA
Argyle International Airport,아가일 국제공항,SVD,VC,NA
J F Mitchell Airport,J F 미첼 공항,BQU,VC,NA
Canouan Airport,카누안 공항,CIW,VC,NA
Mustique Airport,무스티크 공항,MQS,VC,NA
Union Island International Airport,유니언 아일랜드 국제공항,UNI,VC,NA
Dongsha Island (Pratas Island) Airport,동샤섬(프라타스섬) 공항,DSX,TW,AS
Qimei Airport,치메이 공항,CMJ,TW,AS
Tumxuk Tangwangcheng Airport,툼수크 탕왕청 공항,TWC,CN,AS
L.F. Wade International Airport,LF 웨이드 국제공항,BDA,BM,NA
Tyonek Airport,티요넥 공항,TYE,US,NA
Mchauru Airport,음차우루 공항,GIT,TZ,AF
Lushoto Airport,루쇼토 공항,LUY,TZ,AF
Tsimiroro Airport,치미로로 공항,TZO,MG,AF
Dubois Municipal Airport,두부아 시립공항,DBS,US,NA
Almaty International Airport,알마티 국제공항,ALA,KZ,AS
Balkhash Airport,발하쉬 공항,BXH,KZ,AS
Boralday Airport,보랄데이 공항,BXJ,KZ,AS
Taldykorgan Airport,탈디코르간 공항,TDK,KZ,AS
Nursultan Nazarbayev International Airport,누르술탄 나자르바예프 국제공항,NQZ,KZ,AS
Kokshetau Airport,콕셰타우 공항,KOV,KZ,AS
Petropavl Airport,페트로파블 공항,PPK,KZ,AS
Taraz Airport,타라즈 공항,DMB,KZ,AS
Mount Aue Airport,마운트 아우 공항,UAE,PG,OC
Issyk-Kul International Airport,이식쿨 국제공항,IKU,KG,AS
Manas International Airport,마나스 국제공항,FRU,KG,AS
Osh Airport,오쉬 공항,OSS,KG,AS
Shymkent Airport,쉼켄트 공항,CIT,KZ,AS
Hazrat Sultan International Airport,하즈라트 술탄 국제공항,HSA,KZ,AS
Zhezkazgan National Airport,제즈카즈간 국립공항,DZN,KZ,AS
Sary-Arka Airport,사리아르카 공항,KGF,KZ,AS
Kyzylorda Airport,키질로르다 공항,KZO,KZ,AS
Uralsk Airport,우랄스크 공항,URA,KZ,AS
Ekibastuz Airport,에키바스투즈 공항,EKB,KZ,AS
Ust-Kamenogorsk Airport,우스트-카메노고르스크 공항,UKK,KZ,AS
Pavlodar Airport,파블로다르 공항,PWQ,KZ,AS
Semey Airport,세미 공항,PLX,KZ,AS
Zaysan Airport,자이산 공항,SZI,KZ,AS
Aktau Airport,악타우 공항,SCO,KZ,AS
Atyrau International Airport,아티라우 국제공항,GUW,KZ,EU
Aktobe Airport,악토베 공항,AKX,KZ,AS
Arkalyk North Airport,아르칼릭 노스 공항,AYK,KZ,AS
Kostanay West Airport,코스타나이 서부 공항,KSN,KZ,AS
Heydar Aliyev International Airport,헤이다르 알리예프 국제공항,GYD,AZ,AS
Ganja International Airport,간자 국제공항,GNJ,AZ,AS
Lankaran International Airport,랑카란 국제공항,LLK,AZ,AS
Nakhchivan Airport,나히치반 공항,NAJ,AZ,AS
Gabala International Airport,가발라 국제공항,GBB,AZ,AS
Zaqatala International Airport,자가탈라 국제공항,ZTU,AZ,AS
Zangilan International Airport,장기란 국제공항,ZZE,AZ,AS
Yevlakh Airport,예블라흐 공항,YLV,AZ,AS
Buin Airport,분 공항,UBI,PG,OC
Shirak International Airport,시라크 국제공항,LWN,AM,AS
Zvartnots International Airport,즈바르트노츠 국제공항,EVN,AM,AS
Batagay Airport,바타가이 공항,BQJ,RU,AS
Sakkyryr Airport,사키리르 공항,SUK,RU,EU
Ust-Kuyga Airport,우스트-쿠이가 공항,UKG,RU,EU
Talakan Airport,불쌍한 공항,TLK,RU,EU
Aldan Airport,알단 공항,ADH,RU,AS
Yakutsk Airport,야쿠츠크 공항,YKS,RU,AS
Chulman Airport,철만 공항,NER,RU,AS
Moma Airport,모마 공항,MQJ,RU,EU
Magan Airport,마간 공항,GYG,RU,AS
Olyokminsk Airport,올료민스크 공항,OLZ,RU,EU
Ust-Nera Airport,우스트-네라 공항,USR,RU,EU
Ust-Maya Airport,우스트-마야 공항,UMS,RU,EU
Verkhnevilyuisk Airport,베르크네빌리유스크 공항,VHV,RU,AS
Nyurba Airport,뉴르바 공항,NYR,RU,EU
Suntar Airport,순타르 공항,SUY,RU,AS
Vilyuisk Airport,빌류이스크 공항,VYI,RU,AS
Lensk Airport,렌스크 공항,ULK,RU,AS
Olenyok Airport,올레뇨크 공항,ONK,RU,EU
Polyarny Airport,폴리아르니 공항,PYJ,RU,AS
Mirny Airport,미르니 공항,MJZ,RU,AS
Saskylakh Airport,사스키락 공항,SYS,RU,EU
Belaya Gora Airport,벨라야 고라 공항,BGN,RU,EU
Srednekolymsk Airport,스레드네콜림스크 공항,SEK,RU,EU
Chokurdakh Airport,초쿠르다크 공항,CKH,RU,AS
Cherskiy Airport,체르스키 공항,CYX,RU,AS
Tiksi Airport,틱시 공항,IKS,RU,AS
Zyryanka Airport,지리얀카 공항,ZKP,RU,AS
Kisoro Airport,키소로 공항,KXO,UG,AF
Moyo Airport,모요 공항,OYG,UG,AF
Ugashik Bay Airport,우가시크 베이 공항,UGB,US,NA
David the Builder Kutaisi International Airport,데이비드 더 빌더 쿠타이시 국제공항,KUT,GE,AS
Batumi International Airport,바투미 국제공항,BUS,GE,AS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,수후미 바부샤라 / 블라디슬라프 아르진바 국제공항,SUI,GE,AS
Tbilisi International Airport,트빌리시 국제공항,TBS,GE,AS
Ignatyevo Airport,이그나티예보 공항,BQS,RU,AS
Zeya Airport,제야 공항,EYA,RU,AS
Tynda Airport,틴다 공항,TYD,RU,AS
Khabarovsk Novy Airport,하바롭스크 노비 공항,KHV,RU,AS
