airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Teniente Av. Jorge Henrich Arauz Airport,Jorge Henrich Arauz 공항 중위,TDD,SA,BO
Uyuni Joya Andina Airport,우유니 주얼리 안디나 공항,UYU,SA,BO
Viru Viru International Airport,비루비루 국제공항,VVI,SA,BO
Yacuiba Airport,야쿠이바 공항,BYC,SA,BO
Albina Airport,알비나 공항,ABN,SA,SR
Totness Airport,토트니스 공항,TOT,SA,SR
Drietabbetje Airport,세 개의 탭으로 구성된 공항,DRJ,SA,SR
Sapmanga Airport,사프만가 공항,SMH,OC,PG
Johan Adolf Pengel International Airport,요한 아돌프 펜겔 국제공항,PBM,SA,SR
Vincent Fayks Airport,빈센트 팩스 공항,OEM,SA,SR
Stoelmanseiland Airport,스토엘만세이랜드 공항,SMZ,SA,SR
Zorg en Hoop Airport,조르그엔후프 공항,ORG,SA,SR
Dr. Luciano de Arruda Coelho Regional Airport,Dr. Luciano de Arruda Coelho 지역 공항,JSO,SA,BR
Araripina Airport,아라리피나 공항,JAW,SA,BR
Arapiraca Airport,아라피라카 공항,APQ,SA,BR
Marcelo Pires Halzhausen Airport,마르셀로 피레스 할츠하우젠 공항,AIF,SA,BR
Barra do Corda Airport,바라 두 코르다 공항,BDC,SA,BR
Belmonte Airport,벨몬테 공항,BVM,SA,BR
Dom Ricardo Weberberger Airport,돔 리카르도 웨베르베르거 공항,BRA,SA,BR
Balsas Airport,발사스 공항,BSS,SA,BR
Barra Airport,바라 공항,BQQ,SA,BR
Lorenzo Airport,로렌조 공항,MXQ,SA,BR
Planalto Serrano Regional Airport,플라날토 세라노 지역공항,EEA,SA,BR
Cururupu Airport,쿠루푸 공항,CPU,SA,BR
Colatina Airport,콜라티나 공항,QCH,SA,BR
Leopoldina Airport,레오폴디나 공항,LEP,SA,BR
Diamantina Airport,지아만티나 공항,DTI,SA,BR
Brigadeiro Cabral Airport,브리가데이로 카브랄 공항,DIQ,SA,BR
Nagib Demachki Airport,나기브 데마치키 공항,JPE,SA,BR
Vacaria Airport,바카리아 공항,VCC,SA,BR
Guarapari Airport,구아라파리 공항,GUZ,SA,BR
Guadalupe Airport,과달루페 공항,GDP,SA,BR
Guanambi Airport,구아남비 공항,GNM,SA,BR
Garanhuns Airport,가라늉스 공항,QGP,SA,BR
Tertuliano Guedes de Pinho Airport,테르툴리아노 구에데스 데 핀호 공항,ITN,SA,BR
Iguatu Airport,이과투 공항,QIG,SA,BR
Itapetinga Airport,이타페팅가 공항,QIT,SA,BR
Jacobina Airport,자코비나 공항,JCM,SA,BR
Aeroporto Elias Breder Airport,엘리아스 브레더 공항,JMA,SA,BR
Cachoeiro do Itapemirim - Raimundo de Andrade Airport,Cachoeiro do Itapemirim – 라이문도 데 안드라데 공항,CDI,SA,BR
Currais Novos Airport,커라이스 노보스 공항,QCP,SA,BR
Linhares Municipal Airport,린하레스 시립공항,LHN,SA,BR
Monte Alegre Airport,몬테 알레그레 공항,MTE,SA,BR
Mucuri Airport,무쿠리 공항,MVS,SA,BR
Porto de Moz Airport,포르토 드 모즈 공항,PTQ,SA,BR
Nanuque Airport,나누크 공항,NNU,SA,BR
Picos Airport,피코스 공항,PCS,SA,BR
Patos de Minas Airport,파토스 데 미나스 공항,POJ,SA,BR
Pirapora Airport,피라포라 공항,PIV,SA,BR
Cangapara Airport,칸가파라 공항,FLB,SA,BR
Prado Airport,프라도 공항,PDF,SA,BR
Caruaru Airport,카루아루 공항,CAU,SA,BR
Soure Airport,수어 공항,SFK,SA,BR
Juscelino Kubitscheck Airport,주셀리노 쿠비츠체크 공항,TFL,SA,BR
Camocim - Pinto Martins Airport,Camocim - 핀토 마르틴스 공항,CMC,SA,BR
Almeirim Airport,알메이림 공항,GGF,SA,BR
Pinheiro Airport,핀헤이로 공항,PHI,SA,BR
Pouso Alegre Airport,포우소 알레그레 공항,PPY,SA,BR
Pedro Rabelo de Souza Airport,페드로 라벨로 데 수자 공항,PYT,SA,BR
Las Khorey Airport,라스 코레이 공항,LKR,AF,SO
Borama Airport,보라마공항,BXX,AF,SO
Grand-Santi Airport,그랜드 산티 공항,GSI,SA,GF
Maripasoula Airport,마리파술라 공항,MPY,SA,GF
Saint-Georges-de-l'Oyapock Airport,생-조르주-드-로야폭 공항,OYP,SA,GF
Saint-Laurent-du-Maroni Airport,생로랑뒤마로니 공항,LDX,SA,GF
Al Thaurah Airport,알 타우라 공항,SOR,AS,SY
Alferez FAP Alfredo Vladimir Sara Bauer Airport,알페레즈 FAP 알프레도 블라디미르 사라 바우어 공항,AOP,SA,PE
Moyobamba Airport,모요밤바 공항,MBP,SA,PE
Huallaga Airport,후알라가 공항,BLP,SA,PE
Iberia Airport,이베리아 공항,IBP,SA,PE
Cap FAP David Abenzur Rengifo International Airport,Cap FAP 데이비드 아벤주르 렌기포 국제공항,PCL,SA,PE
Trompeteros Airport,트롬페테로스 공항,TDP,SA,PE
Tingo Maria Airport,팅고 마리아 공항,TGI,SA,PE
Andahuaylas Airport,안다와일라스 공항,ANS,SA,PE
Uchiza Airport,우치자 공항,UCZ,SA,PE
Juan Simons Vela Airport,후안 시몬스 벨라 공항,RIJ,SA,PE
Shumba Airport,슘바 공항,JAE,SA,PE
Juanjui Airport,주안후이 공항,JJI,SA,PE
Francisco Carle Airport,프란시스코 칼레 공항,JAU,SA,PE
Inca Manco Capac International Airport,잉카 만코 카팍 국제공항,JUL,SA,PE
San Juan de Marcona Airport,산 후안 데 마르코나 공항,SJA,SA,PE
Mayor General FAP Armando Revoredo Iglesias Airport,소장 FAP 아르만도 레보레도 이글레시아스 공항,CJA,SA,PE
San Nicolas Airport,산 니콜라스 공항,RIM,SA,PE
General Jorge Fernandez Maldon Airport,제너럴 호르헤 페르난데스 말든 공항,ILQ,SA,PE
Mayor PNP Nancy Flores Paucar Airport,PNP 낸시 플로레스 포카르 공항 시장,MZA,SA,PE
Moises Benzaquen Rengifo Airport,모이세스 벤자켄 렌기포 공항,YMS,SA,PE
Alferez Fap David Figueroa Fernandini Airport,Ensign Fap David Figueroa 페르난디니 공항,HUU,SA,PE
Saposoa Airport,사포소아 공항,SQU,SA,PE
Chachapoyas Airport,차차포야스 공항,CHH,SA,PE
Coronel FAP Francisco Secada Vignetta International Airport,코로넬 FAP 프란시스코 세카다 비네트 국제공항,IQT,SA,PE
Capitan FAP Carlos Martinez De Pinillos International Airport,Captain FAP 카를로스 마르티네즈 데 피니요스 국제공항,TRU,SA,PE
Cadete FAP Guillermo Del Castillo Paredes Airport,생도 FAP 기예르모 델 카스티요 파레데스 공항,TPP,SA,PE
Shiringayoc Airport,시린가욕 공항,SYC,SA,PE
Coronel FAP Carlos Ciriani Santa Rosa International Airport,코로넬 FAP 카를로스 시리아니 산타 로사 국제공항,TCQ,SA,PE
Padre Aldamiz International Airport,파드레 알다미즈 국제공항,PEM,SA,PE
Captain Victor Montes Arias International Airport,캡틴 빅터 몬테스 아리아스 국제공항,TYL,SA,PE
Maria Reiche Neuman Airport,마리아 라이헤 노이만 공항,NZC,SA,PE
Alejandro Velasco Astete International Airport,알레한드로 벨라스코 아스테테 국제공항,CUZ,SA,PE
Shangrao Sanqingshan Airport,상라오 싼칭산 공항,SQD,AS,CN
Sanming Shaxian Airport,싼밍 샤셴 공항,SQJ,AS,CN
Palo Verde Airport,팔로 베르데 공항,SRL,NA,MX
Sandringham Airport,샌드링엄 공항,SRM,OC,AU
Stony River 2 Airport,스토니리버 2 공항,SRV,NA,US
Carlos Ruhl Airport,카를로스 룰 공항,CZB,SA,BR
Blumenau Airport,블루메나우 공항,BNU,SA,BR
Olavo Cecco Rigon Airport,올라보 체코 리곤 공항,CCI,SA,BR
Canela Airport,카넬라 공항,CEL,SA,BR
Dourados Airport,두라도스 공항,DOU,SA,BR
Erechim Airport,에레심 공항,ERM,SA,BR
Itaqui Airport,이타키 공항,ITQ,SA,BR
Santa Terezinha Airport,산타 테레지냐 공항,JCB,SA,BR
Cachoeira do Sul Airport,카초에이라 두 술 공항,QDB,SA,BR
Curitibanos Airport,쿠리티바노스 공항,QCR,SA,BR
Cacoal Airport,카콜 공항,OAL,SA,BR
Helmuth Baungarten Airport,헬무트 바웅가르텐 공항,LOI,SA,BR
Alegrete Novo Airport,알레그레테 노보 공항,ALQ,SA,BR
Montenegro Airport,몬테네그로 공항,QGF,SA,BR
Novo Hamburgo Airport,노보 함부르고 공항,QHV,SA,BR
Arapongas Airport,아라퐁가스 공항,APX,SA,BR
Padre Israel Airport,파더 이스라엘 공항,VRZ,SA,BR
Juvenal Loureiro Cardoso Airport,쥬베날 루레이로 카르도소 공항,PTO,SA,BR
Siassi Airport,시아시 공항,SSS,OC,PG
Santa Cruz do Sul Airport,산타 크루즈 두 술 공항,CSU,SA,BR
Orlando de Carvalho Airport,올랜도 데 카르발류 공항,UMU,SA,BR
Videira Airport,비데이라 공항,VIA,SA,BR
Avelino Vieira Airport,아벨리노 비에이라 공항,AAG,SA,BR
Luis Alberto Lehr Airport,루이스 알베르토 레르 공항,SRA,SA,BR
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,폰타 그로사 공항 - Antonio Amilton Beraldo 사령관,PGZ,SA,BR
Artigas International Airport,아르티가스 국제공항,ATI,SA,UY
Placeres Airport,배치된 공항,BUV,SA,UY
Colonia Laguna de Los Patos International Airport,콜로니아 라구나 데 로스 파토스 국제공항,CYR,SA,UY
Santa Bernardina International Airport,산타베르나디나 국제공항,DZO,SA,UY
Capitan Corbeta CA Curbelo International Airport,캡틴 코르베타 캘리포니아 쿠르벨로 국제공항,PDP,SA,UY
Cerro Largo International Airport,세로 라르고 국제공항,MLZ,SA,UY
Tydeo Larre Borges Airport,타이데오 라레 보르헤스 공항,PDU,SA,UY
Presidente General Don Oscar D. Gestido International Airport,돈 오스카 D. 게스티도 국제공항 대통령,RVY,SA,UY
Nueva Hesperides International Airport,누에바 헤스페리데스 국제공항,STY,SA,UY
Tacuarembo Airport,타쿠아렘보 공항,TAW,SA,UY
Vichadero Airport,비차데로 공항,VCH,SA,UY
Oswaldo Guevara Mujica Airport,오스왈도 게바라 무히카 공항,AGV,SA,VE
Anaco Airport,아나코 공항,AAO,SA,VE
Armando Schwarck Airport,아르만도 슈바르크 공항,LPJ,SA,VE
Barinas Airport,바리나스 공항,BNS,SA,VE
Barquisimeto International Airport,바르키시메토 국제공항,BRM,SA,VE
Escuela Mariscal Sucre Airport,마리스칼 수크레 공항 학교,MYC,SA,VE
Caicara del Orinoco Airport,카이카라 델 오리노코 공항,CXA,SA,VE
Zaraza Airport,감염 공항,ZRZ,SA,VE
Casigua El Cubo Airport,카시과 엘 쿠보 공항,CUV,SA,VE
Calabozo Airport,칼라보조 공항,CLZ,SA,VE
Canaima Airport,카나이마 공항,CAJ,NA,VE
Puerto Paez Airport,푸에르토 파에스 공항,PPZ,SA,VE
El Dorado Airport,엘도라도 공항,EOR,SA,VE
Elorza Airport,엘로자 공항,EOZ,SA,VE
Guasdalito Airport,과스달리토 공항,GDO,SA,VE
Guiria Airport,구이리아 공항,GUI,SA,VE
Guanare Airport,과나레 공항,GUQ,SA,VE
Higuerote Airport,이게로테 공항,HGE,SA,VE
Josefa Camejo International Airport,호세파 카메호 국제공항,LSP,SA,VE
Kavanayen Airport,카바나옌 공항,KAV,SA,VE
La Fria Airport,라 프리아 공항,LFR,SA,VE
La Chinita International Airport,라 치니타 국제공항,MAR,SA,VE
Alberto Carnevalli Airport,알베르토 카르네발리 공항,MRD,SA,VE
Oro Negro Airport,오로네그로 공항,CBS,SA,VE
Cacique Aramare Airport,카시케 아라마레 공항,PYH,SA,VE
General Bartolome Salom International Airport,헤네랄 바르톨로메 살롬 국제공항,PBL,SA,VE
Pedernales Airport,페데르날레스 공항,PDZ,SA,VE
Perai-Tepuy Airport,페라이-테푸이 공항,PPH,SA,VE
Paramillo Airport,파라밀로 공항,SCI,SA,VE
General Manuel Carlos Piar International Airport,헤네랄 마누엘 카를로스 피아르 국제공항,PZO,SA,VE
Palmarito Airport,팔마리토 공항,PTM,SA,VE
Los Roques Airport,로스 로케스 공항,LRV,SA,VE
Stevens Village Airport,스티븐스 빌리지 공항,SVS,NA,US
San Antonio Del Tachira Airport,샌 안토니오 델 타치라 공항,SVZ,SA,VE
Santa Elena de Uairen Airport,산타 엘레나 데 우아렌 공항,SNV,SA,VE
Mayor Buenaventura Vivas International Airport,부에나벤투라 비바스 시장 국제공항,STD,SA,VE
Sub Teniente Nestor Arias Airport,네스터 아리아스 공항 중위,SNF,SA,VE
San Fernando De Apure Airport,산 페르난도 데 아푸레 공항,SFD,SA,VE
Tucupita Airport,투쿠피타 공항,TUV,SA,VE
Tumeremo Airport,투메레모 공항,TMO,SA,VE
Uriman Airport,우리만 공항,URM,SA,VE
Arturo Michelena International Airport,아르투로 미켈레나 국제공항,VLN,SA,VE
Valle de La Pascua Airport,발레 드 라 파스쿠아 공항,VDP,SA,VE
Barcelos Airport,바르셀로나 공항,BAZ,SA,BR
Walfrido Salmito de Almeida Airport,왈프리도 살미토 데 알메이다 공항,JSB,SA,BR
Borba Airport,보르바 공항,RBB,SA,BR
Carauari Airport,카라우아리 공항,CAF,SA,BR
Costa Marques Airport,코스타 마르케스 공항,CQS,SA,BR
Diamantino Airport,디아만티노 공항,DMT,SA,BR
Siwea Airport,시웨아 공항,SWE,OC,PG
Canarana Airport,카나라나 공항,CQA,SA,BR
Satwag Airport,사트와그 공항,SWG,OC,PG
Gurupi Airport,구루피 공항,GRP,SA,BR
Ipiranga Airport,이피랑가 공항,IPG,SA,BR
Santa Izabel do Morro Airport,산타이자벨 도 모로 공항,IDO,SA,BR
Juruena Airport,주루에나 공항,JRN,SA,BR
Coari Airport,코아리 공항,CIZ,SA,BR
Serra da Capivara Airport,세하 다 카피바라 공항,NSR,SA,BR
General Leite de Castro Airport,헤네랄 레이테 드 카스트로 공항,RVD,SA,BR
Novo Campo Airport,노보캄포 공항,BCR,SA,BR
Fonte Boa Airport,폰테 보아 공항,FBA,SA,BR
Parintins Airport,파린틴스 공항,PIN,SA,BR
Pimenta Bueno Airport,피멘타 부에노 공항,PBQ,SA,BR
Fazenda Piraguassu Airport,피라과수 공항 농장,PBX,SA,BR
Silur Airport,실루르 공항,SWR,OC,PG
Arraias Airport,아라이아스 공항,AAI,SA,BR
Maestro Marinho Franco Airport,마에스트로 마리뉴 프랑코 공항,ROO,SA,BR
Santa Terezinha Airport,산타 테레지냐 공항,STZ,SA,BR
Tapuruquara Airport,타푸루콰라 공항,IRZ,SA,BR
Taguatinga Airport,타구아팅가 공항,QHN,SA,BR
Vila Rica Airport,빌라리카 공항,VLP,SA,BR
Regional Orlando Villas Boas Airport,지역 올랜도 빌라 보아스 공항,MBK,SA,BR
Xavantina Airport,자반티나 공항,NOK,SA,BR
Fazenda Americana Airport,파젠다 아메리카나 공항,ITI,SA,BR
Sehulea Airport,세훌레아 공항,SXH,OC,PG
Nunam Iqua Airport,컨트리 이쿠아 공항,SXP,NA,US
Aishalton Airport,아이샬턴 공항,AHL,SA,GY
Annai Airport,안나이 공항,NAI,SA,GY
Baramita Airport,바라미타 공항,BMJ,SA,GY
Bartica A Airport,바르티카 A 공항,GFO,SA,GY
Cheddi Jagan International Airport,체디 자간 국제공항,GEO,SA,GY
Eugene F. Correira International Airport,유진 F. 코레이라 국제공항,OGL,SA,GY
Imbaimadai Airport,임바이마다이 공항,IMB,SA,GY
Kamarang Airport,카마랑 공항,KAR,SA,GY
Karanambo Airport,카라남보 공항,KRM,SA,GY
Karasabai Airport,카라사바이 공항,KRG,SA,GY
Kato Airport,카토 공항,KTO,SA,GY
Konawaruk Airport,코나와루크 공항,KKG,SA,GY
Lumid Pau Airport,미스 포 공항,LUB,SA,GY
Lethem Airport,레헴 공항,LTM,SA,GY
Mabaruma Airport,마바루마 공항,USI,SA,GY
Mahdia Airport,마디아 공항,MHA,SA,GY
Maikwak Airport,마이왁 공항,VEG,SA,GY
Monkey Mountain Airport,몽키마운틴 공항,MYM,SA,GY
Matthews Ridge Airport,매튜스 리지 공항,MWJ,SA,GY
New Amsterdam Airport,뉴암스테르담 공항,QSX,SA,GY
Orinduik Airport,오린듀익 공항,ORJ,SA,GY
Port Kaituma Airport,포트 카이투마 공항,PKM,SA,GY
Pipillipai Airport,피필리파이 공항,PIQ,SA,GY
Paramakatoi Airport,파라마카토이 공항,PMT,SA,GY
Paruima Airport,파루이마 공항,PRR,SA,GY
Sand Creek Airport,샌드 크릭 공항,SDC,SA,GY
Skeldon Airport,스켈던 공항,SKM,SA,GY
Santa Cruz Island Airport,산타 크루즈 아일랜드 공항,SZN,NA,US
Santa Paula Airport,산타 파울라 공항,SZP,NA,US
Qingdao Jiaodong International Airport,칭다오 자오둥 국제공항,TAO,AS,CN
V C Bird International Airport,VC 버드 국제공항,ANU,NA,AG
Codrington Airport,코드링턴 공항,BBQ,NA,AG
Timbunke Airport,팀벙케 공항,TBE,OC,PG
Grantley Adams International Airport,그랜틀리 아담스 국제공항,BGI,NA,BB
Tarabo Airport,타라보 공항,TBQ,OC,PG
Tinboli Airport,틴볼리 공항,TCK,OC,PG
Takotna Airport,타코나 공항,TCT,NA,US
Tetebedi Airport,테테베디 공항,TDB,OC,PG
Canefield Airport,케인필드 공항,DCF,NA,DM
Douglas-Charles Airport,더글러스-찰스 공항,DOM,NA,DM
Sasereme Airport,사세레메 공항,TDS,OC,PG
Terapo Airport,테라포 공항,TEO,OC,PG
Tifalmin Airport,티팔민 공항,TFB,OC,PG
Basse-Terre Baillif Airport,바스테르 바이리프 공항,BBR,NA,GP
Marie-Galante Airport,마리 갈랑트 공항,GBJ,NA,GP
Terre-de-Haut Airport,테레드오 공항,LSS,NA,GP
Tagula Airport,우리는 공항을 샀다,TGL,OC,PG
Maurice Bishop International Airport,모리스 비숍 국제공항,GND,NA,GD
Lauriston Airport,로리스톤 공항,CRU,NA,GD
Cyril E. King Airport,시릴 E. 킹 공항,STT,NA,VI
Henry E Rohlsen Airport,헨리 E 롤센 공항,STX,NA,VI
Antonio Nery Juarbe Pol Airport,안토니오 네리 후아르베 폴 공항,ARE,NA,PR
Benjamin Rivera Noriega Airport,벤자민 리베라 노리에가 공항,CPX,NA,PR
Fernando Luis Ribas Dominicci Airport,페르난도 루이스 리바스 도미니치 공항,SIG,NA,PR
Eugenio Maria De Hostos Airport,유지니오 마리아 데 호스토스 공항,MAZ,NA,PR
Mercedita Airport,메르세디타 공항,PSE,NA,PR
Luis Munoz Marin International Airport,루이스 무노스 마린 국제공항,SJU,NA,PR
Antonio Rivera Rodriguez Airport,안토니오 리베라 로드리게스 공항,VQS,NA,PR
Robert L. Bradshaw International Airport,로버트 L. 브래드쇼 국제공항,SKB,NA,KN
Vance W. Amory International Airport,밴스 W. 아모리 국제공항,NEV,NA,KN
Tumolbil Airport,투몰빌 공항,TLP,OC,PG
George F. L. Charles Airport,조지 F. L. 찰스 공항,SLU,NA,LC
Hewanorra International Airport,헤와노라 국제공항,UVF,NA,LC
Tuluksak Airport,툴룩삭 공항,TLT,NA,US
Kerki Airport,케르키 공항,KEA,AS,TM
Queen Beatrix International Airport,퀸 베아트릭스 국제공항,AUA,NA,AW
Flamingo International Airport,플라밍고 국제공항,BON,NA,BQ
Hato International Airport,하토 국제공항,CUR,NA,CW
F. D. Roosevelt Airport,F. D. 루즈벨트 공항,EUX,NA,BQ
Princess Juliana International Airport,프린세스 줄리아나 국제공항,SXM,NA,SX
Juancho E. Yrausquin Airport,후안초 E. 이라우스퀸 공항,SAB,NA,BQ
Jumandy Airport,주만디 공항,TNW,SA,EC
Torokina Airport,토로키나 공항,TOK,OC,PG
Port Alsworth Airport,포트 알스워스 공항,PTA,NA,US
Tapeta Airport,월페이퍼 공항,TPT,AF,LR
Clayton J Lloyd International Airport,클레이튼 J 로이드 국제공항,AXA,NA,AI
John A. Osborne Airport,존 A. 오스본 공항,MNI,NA,MS
Tanacross Airport,타나크로스 공항,TSG,NA,US
Tsile Tsile Airport,실레 실레 공항,TSI,OC,PG
Tobago-Crown Point Airport,토바고-크라운포인트 공항,TAB,NA,TT
Piarco International Airport,피아르코 국제공항,POS,NA,TT
Tum Airport,툼 공항,TUJ,AF,ET
Captain Auguste George Airport,캡틴 오거스트 조지 공항,NGD,NA,VG
Terrance B. Lettsome International Airport,테런스 B. 렛섬 국제공항,EIS,NA,VG
Virgin Gorda Airport,버진 고르다 공항,VIJ,NA,VG
Argyle International Airport,아가일 국제공항,SVD,NA,VC
J F Mitchell Airport,J F 미첼 공항,BQU,NA,VC
Canouan Airport,카누안 공항,CIW,NA,VC
Mustique Airport,무스티크 공항,MQS,NA,VC
Union Island International Airport,유니언 아일랜드 국제공항,UNI,NA,VC
Dongsha Island (Pratas Island) Airport,동샤섬(프라타스섬) 공항,DSX,AS,TW
Qimei Airport,치메이 공항,CMJ,AS,TW
Tumxuk Tangwangcheng Airport,툼수크 탕왕청 공항,TWC,AS,CN
L.F. Wade International Airport,LF 웨이드 국제공항,BDA,NA,BM
Tyonek Airport,티요넥 공항,TYE,NA,US
Mchauru Airport,음차우루 공항,GIT,AF,TZ
Lushoto Airport,루쇼토 공항,LUY,AF,TZ
Tsimiroro Airport,치미로로 공항,TZO,AF,MG
Dubois Municipal Airport,두부아 시립공항,DBS,NA,US
Almaty International Airport,알마티 국제공항,ALA,AS,KZ
Balkhash Airport,발하쉬 공항,BXH,AS,KZ
Boralday Airport,보랄데이 공항,BXJ,AS,KZ
Taldykorgan Airport,탈디코르간 공항,TDK,AS,KZ
Nursultan Nazarbayev International Airport,누르술탄 나자르바예프 국제공항,NQZ,AS,KZ
Kokshetau Airport,콕셰타우 공항,KOV,AS,KZ
Petropavl Airport,페트로파블 공항,PPK,AS,KZ
Taraz Airport,타라즈 공항,DMB,AS,KZ
Mount Aue Airport,마운트 아우 공항,UAE,OC,PG
Issyk-Kul International Airport,이식쿨 국제공항,IKU,AS,KG
Manas International Airport,마나스 국제공항,FRU,AS,KG
Osh Airport,오쉬 공항,OSS,AS,KG
Shymkent Airport,쉼켄트 공항,CIT,AS,KZ
Hazrat Sultan International Airport,하즈라트 술탄 국제공항,HSA,AS,KZ
Zhezkazgan National Airport,제즈카즈간 국립공항,DZN,AS,KZ
Sary-Arka Airport,사리아르카 공항,KGF,AS,KZ
Kyzylorda Airport,키질로르다 공항,KZO,AS,KZ
Uralsk Airport,우랄스크 공항,URA,AS,KZ
Ekibastuz Airport,에키바스투즈 공항,EKB,AS,KZ
Ust-Kamenogorsk Airport,우스트-카메노고르스크 공항,UKK,AS,KZ
Pavlodar Airport,파블로다르 공항,PWQ,AS,KZ
Semey Airport,세미 공항,PLX,AS,KZ
Zaysan Airport,자이산 공항,SZI,AS,KZ
Aktau Airport,악타우 공항,SCO,AS,KZ
Atyrau International Airport,아티라우 국제공항,GUW,EU,KZ
Aktobe Airport,악토베 공항,AKX,AS,KZ
Arkalyk North Airport,아르칼릭 노스 공항,AYK,AS,KZ
Kostanay West Airport,코스타나이 서부 공항,KSN,AS,KZ
Heydar Aliyev International Airport,헤이다르 알리예프 국제공항,GYD,AS,AZ
Ganja International Airport,간자 국제공항,GNJ,AS,AZ
Lankaran International Airport,랑카란 국제공항,LLK,AS,AZ
Nakhchivan Airport,나히치반 공항,NAJ,AS,AZ
Gabala International Airport,가발라 국제공항,GBB,AS,AZ
Zaqatala International Airport,자가탈라 국제공항,ZTU,AS,AZ
Zangilan International Airport,장기란 국제공항,ZZE,AS,AZ
Yevlakh Airport,예블라흐 공항,YLV,AS,AZ
Buin Airport,분 공항,UBI,OC,PG
Shirak International Airport,시라크 국제공항,LWN,AS,AM
Zvartnots International Airport,즈바르트노츠 국제공항,EVN,AS,AM
Batagay Airport,바타가이 공항,BQJ,AS,RU
Sakkyryr Airport,사키리르 공항,SUK,EU,RU
Ust-Kuyga Airport,우스트-쿠이가 공항,UKG,EU,RU
Talakan Airport,불쌍한 공항,TLK,EU,RU
Aldan Airport,알단 공항,ADH,AS,RU
Yakutsk Airport,야쿠츠크 공항,YKS,AS,RU
Chulman Airport,철만 공항,NER,AS,RU
Moma Airport,모마 공항,MQJ,EU,RU
Magan Airport,마간 공항,GYG,AS,RU
Olyokminsk Airport,올료민스크 공항,OLZ,EU,RU
Ust-Nera Airport,우스트-네라 공항,USR,EU,RU
Ust-Maya Airport,우스트-마야 공항,UMS,EU,RU
Verkhnevilyuisk Airport,베르크네빌리유스크 공항,VHV,AS,RU
Nyurba Airport,뉴르바 공항,NYR,EU,RU
Suntar Airport,순타르 공항,SUY,AS,RU
Vilyuisk Airport,빌류이스크 공항,VYI,AS,RU
Lensk Airport,렌스크 공항,ULK,AS,RU
Olenyok Airport,올레뇨크 공항,ONK,EU,RU
Polyarny Airport,폴리아르니 공항,PYJ,AS,RU
Mirny Airport,미르니 공항,MJZ,AS,RU
Saskylakh Airport,사스키락 공항,SYS,EU,RU
Belaya Gora Airport,벨라야 고라 공항,BGN,EU,RU
Srednekolymsk Airport,스레드네콜림스크 공항,SEK,EU,RU
Chokurdakh Airport,초쿠르다크 공항,CKH,AS,RU
Cherskiy Airport,체르스키 공항,CYX,AS,RU
Tiksi Airport,틱시 공항,IKS,AS,RU
Zyryanka Airport,지리얀카 공항,ZKP,AS,RU
Kisoro Airport,키소로 공항,KXO,AF,UG
Moyo Airport,모요 공항,OYG,AF,UG
Ugashik Bay Airport,우가시크 베이 공항,UGB,NA,US
David the Builder Kutaisi International Airport,데이비드 더 빌더 쿠타이시 국제공항,KUT,AS,GE
Batumi International Airport,바투미 국제공항,BUS,AS,GE
Sukhumi Babushara /  Vladislav Ardzinba International Airport,수후미 바부샤라 / 블라디슬라프 아르진바 국제공항,SUI,AS,GE
Tbilisi International Airport,트빌리시 국제공항,TBS,AS,GE
Ignatyevo Airport,이그나티예보 공항,BQS,AS,RU
Zeya Airport,제야 공항,EYA,AS,RU
Tynda Airport,틴다 공항,TYD,AS,RU
Khabarovsk Novy Airport,하바롭스크 노비 공항,KHV,AS,RU
Komsomolsk-on-Amur Airport,콤소몰스크-온-아무르 공항,KXK,AS,RU
Sovetskaya Gavan (Maygatka) Airport,소베츠카야 가반(마이가트카) 공항,GVN,AS,RU
Ugolny Yuri Ryktheu Airport,우골니 유리 릭테우 공항,DYR,AS,RU
Provideniya Bay Airport,프로비니아 베이 공항,PVS,EU,RU
Keperveem Airport,케페르빔 공항,KPW,AS,RU
Sokol Airport,소콜 공항,GDX,AS,RU
Markovo Airport,마르코보 공항,KVM,EU,RU
Pevek Airport,페벡 공항,PWE,AS,RU
Severo-Evensk Airport,세베로-에벤스크 공항,SWV,EU,RU
Bogorodskoye Airport,보고로드스코예 공항,BQG,AS,RU
Nikolayevsk-na-Amure Airport,니콜라예프스크나아무레 공항,NLI,AS,RU
Okhotsk Airport,오호츠크 공항,OHO,AS,RU
Yelizovo Airport,옐리조보 공항,PKC,AS,RU
Burevestnik Airport,부레베스트니크 공항,BVV,EU,RU
Iturup Airport,이투루프 공항,ITU,EU,RU
Shakhtyorsk Airport,샤흐티요르스크 공항,EKS,EU,RU
Yuzhno-Kurilsk Mendeleyevo Airport,유즈노쿠릴스크 멘델레예보 공항,DEE,AS,RU
Zonalnoye Airport,조날노예 공항,ZZO,AS,RU
Yuzhno-Sakhalinsk Airport,유즈노사할린스크 공항,UUS,EU,RU
Amgu Airport,암구공항,AEM,AS,RU
Svetlaya Airport,스베틀라야 공항,ETL,EU,RU
Yedinka Airport,예딘카 공항,EDN,EU,RU
Kavalerovo Airport,카발레로보 공항,KVR,AS,RU
Plastun Airport,플라스툰 공항,TLY,AS,RU
Terney Airport,터니 공항,NEI,EU,RU
Vladivostok International Airport,블라디보스토크 국제공항,VVO,EU,RU
